id,firstName,lastName,fullName,department,numEvals,overallRating,materialClear,studentDifficulties,courses,tags,courses_count,tags_count
06a73773-1b8a-4823-8878-131e8cdeb300,Robert,Echols,Robert Echols,PHYS,86,3.3,3.1,3.21,ASTR 101; ASTR 102; ASTR 103; PHYS 111; ASTR 112; ASTR 121; PHYS 121; PHYS 123; PHYS 131; PHYS 132; PHYS 133; PHYS 141; PHYS 408; PHYS 424; PHYS 142,High In-Person Availability:2; Fast Response Time:1; Class Handouts:1,15,3
06cee99b-c0ff-49e4-96a3-60ded605824b,Khin,Han,Khin Han,MATH,1,4,4,3,MATH,Flexible Attendance Policy:1; Flexible Grading Policy:1,1,2
06d8bdfb-9348-43d5-b18e-e2b9233e187d,Kevin,Brouwers,Kevin Brouwers,ME,16,1.39,1.39,1.61,ME 130; ME 228; ME 328,,3,0
06e41dc8-b332-4a55-8f79-f9c4fc7dc1a4,Daniel,Ford,Daniel Ford,MATH,1,4,4,4,MATH,Fast Response Time:1; Flexible Attendance Policy:1; Flexible Grading Policy:1,1,3
06fba0d6-f6a3-40aa-9059-bc35695fe5df,David,Watts,David Watts,LA,9,1.67,1.67,1.88,LA 202; LA 211; LA 461; LA 212,Inflexible Attendance Policy:1; Honor DRC Accommodations:1; No Breaks During Lecture:1; Uploads Slides:1,4,4
070071b2-d2b5-4219-b045-c458196a734f,Eric,Hoff,Eric Hoff,ART,4,4,4,4,ART 101,,1,0
07032fdb-4be4-4107-b2aa-e219f91385df,Dawn,Neill,Dawn Neill,SOC,60,2.84,2.93,2.74,ANT 201; ANT 210; ANT 250; SOC 250; ANT 344; ANT 401; SOC 401; SOC 402,,8,0
070f03e3-cb7f-428c-adad-0a78184ad6c4,Joseph,Pechkis,Joseph Pechkis,PHYS,13,1.54,1.78,2.24,PHYS 141; PHYS 142,Inflexible Attendance Policy:7; Inflexible Deadline Policy:1; Inflexible Grading Policy:1; Uploads Slides:2; High In-Person Availability:1,2,5
0725ba87-ae7e-4a0e-9c4f-e4569cc65bcc,Preston,Jones,Preston Jones,CE,6,4,4,4,CE 113,Recorded Lectures:4; Zoom Office Hours:5; Fast Response Time:4; Hybrid Option:1; Flexible Deadline Policy:1,1,5
0739f636-6b9e-4f95-b76e-035a1ddf4bfd,David,Retz,David Retz,EE,14,3.07,2.57,3.36,CSC 225; EE 229; CPE 315; CSC 315; EE 315; EE 322; EE 361,,7,0
076d4e80-f2d6-4616-8134-fde24bebd509,Abby,Lentz,Abby Lentz,ARCE,1,4,4,4,ARCE,Class Handouts:1; Uploads Slides:1,1,2
077cbcb5-1a4d-48b6-9fd6-20026ede92bb,Mark,Rawson,Mark Rawson,ARCH,1,4,4,2,ARCH,High In-Person Availability:1; Fast Response Time:1; Flexible Attendance Policy:1,1,3
07981647-93a0-4830-87f1-060c7cf52ba3,Alyson,McLamore,Alyson McLamore,MU,27,3.15,3.46,3,MU 320; MU 324; MU 328; MU 333; MU 334; MU 360,Fast Response Time:2; No Breaks During Lecture:1; Pop Quizzes:1; Does Not Use Canvas:2; High In-Person Availability:1; Class Handouts:1,6,6
07c3256b-a9a8-4ac8-8c58-c26187e5e758,Amy,Ward,Amy Ward,COMS,42,2.91,3.19,2.83,COMS 101,Uploads Slides:7; Recorded Lectures:3; High In-Person Availability:1; Inflexible Deadline Policy:2; Inflexible Attendance Policy:3; Inflexible Grading Policy:3; Hybrid Option:2; Zoom Office Hours:3; Fast Response Time:2; Flexible Attendance Policy:2; Flexible Deadline Policy:1,1,11
07d95960-f1e6-47d2-9805-95eb2aed9d8b,Skip,Moses,Skip Moses,MATH,6,2.67,2.83,2.5,MATH 118,Fast Response Time:2; Flexible Attendance Policy:3; High In-Person Availability:2; Flexible Grading Policy:1; Flexible Deadline Policy:1; Does Not Use Canvas:1; No Breaks During Lecture:2; Supplemental Study Material:1,1,8
07f011b7-9e38-48b5-b259-46775e412e89,Carolyn,Niner,Carolyn Niner,BUS,3,3,3,3,BUS 439,,1,0
08265f14-1b79-41c6-864e-d2b6d2db1853,James,Bachman,James Bachman,MU,1,4,2,4,MU,Flexible Attendance Policy:1; Does Not Use Canvas:1,1,2
0831097b-651e-4ea2-842b-0a15b9ae12ea,Christine,Hackman,Christine Hackman,KINE,6,2.07,2.37,2.87,KINE 305; KINE 434; HLTH 434; HLTH 334,Recorded Lectures:1; Zoom Office Hours:1; Uploads Slides:1,4,3
08343e3f-0e32-4d53-b38e-659caee0bd5d,Steven,Burt,Steven Burt,BUS,19,3.7,3.59,3.59,BUS 214; BUS 215,Flexible Deadline Policy:2; Class Handouts:2; Flexible Grading Policy:1; Uploads Slides:1,2,4
08373b3b-7bbf-4246-b071-29b8a0b94305,Malcolm,Keif,Malcolm Keif,GRC,18,2.9,3.16,2.74,GRC 102; GRC 316; GRC 320; GRC 324; GRC 403; GRC 404,,6,0
08573d1b-e82d-4561-b5a2-520948285607,Michael,Miller,Michael Miller,ART,33,2.79,2.97,2.59,ART 101; ART 201; ART 203; ART 301; ART 335; ART 353,,6,0
08669d0c-55f5-4ce8-8dd7-97a48ace4067,Michael,Cornaire,Michael Cornaire,CHEM,6,0.71,0.71,0.43,CHEM 111,,1,0
08cb78a7-2d35-4fd2-a30b-7a329623308b,Nick,Kominitsky,Nick Kominitsky,ENGL,3,2.5,2.25,2.25,ENGL 134,,1,0
08ef301c-b849-473c-ba39-9d938030e5d2,Quemars,Ahmed,Quemars Ahmed,POLS,1,4,3,4,POLS,Hybrid Option:1; Fast Response Time:1; Flexible Attendance Policy:1,1,3
08ef9e31-c359-44c4-8e47-3d5af6518ed1,Zachary,Scott,Zachary Scott,ART,1,4,2,4,ART,Fast Response Time:1; Flexible Grading Policy:1; Uploads Slides:1,1,3
090de4b1-0d40-46de-bda9-3520b2e9ee4f,Frances,Mayer,Frances Mayer,EDUC,5,3,2.5,3.17,EDUC 207; CD 350,,2,0
093a81c1-e2f9-425b-b220-403c57dd60cd,Richard,Besel,Richard Besel,COMS,19,3.55,3.55,3.4,COMS 101; SPC 101; COMS 322; SPC 322; COMS 330; SPC 330; COMS 331; COMS 332; SPC 435; COMS 470,,10,0
0961b0c1-e30e-4cdc-9593-b15e4d0f0e18,John,Gilmore,John Gilmore,BUS,1,3,4,3,BUS,,1,0
09ac10ca-f988-4d97-9f22-48c399b29648,Mahdi,Rastad,Mahdi Rastad,BUS,27,2.36,2.36,2.44,BUS 438; BUS 439; BUS 204,Recorded Lectures:1; High In-Person Availability:1; Fast Response Time:1; Uploads Slides:1,3,4
09b48d98-0615-4808-a211-e58c5de4ec27,Pat,Fidopiastis,Pat Fidopiastis,BIO,27,3.36,3.29,3.33,MCRO 221; BIO 224; MCRO 224; BIO 301; MCRO 320; MCRO 421; BIO 424; MCRO 424,Recorded Lectures:2; Uploads Slides:2; Flexible Attendance Policy:1,8,3
09b970a1-c740-43e1-bff3-dfe2d6e4d193,Stuart,Goldenberg,Stuart Goldenberg,MATH,70,2.01,1.72,2.03,PSC 101; MATH 141; MATH 142; HNRS 143; MATH 143; PHYS 211; MATH 241; MATH 242; MATH 244; MATH 317; MATH 418,,11,0
09bfeea7-d956-4952-a8f8-3b308c8a5d2a,Larry,Gay,Larry Gay,ITP,6,1.78,1.78,1.89,IT 330; IT 341; IT 375; IT 409,,4,0
09c0fea5-5b1c-499d-9dd8-926794f736d9,Roger,Bishop,Roger Bishop,BUS,64,3.06,3.03,2.97,BUS 212; BUS 214; BUS 215; BUS 417; GSA 540,,5,0
09e2899c-7c46-4d45-bb3b-c6c1c31194cc,Brian Tyrrell-Nic,Dhonncha,Brian Tyrrell-Nic Dhonncha,MATH,31,2.17,3.08,1.98,MATH 143; MATH 241; MATH 244,Class Handouts:7; Supplemental Study Material:8; Inflexible Grading Policy:7; High In-Person Availability:5; Uploads Slides:19; Inflexible Attendance Policy:3; Flexible Grading Policy:2; Fast Response Time:5; No Breaks During Lecture:2; Flexible Attendance Policy:1; Inflexible Deadline Policy:4; Honor DRC Accommodations:1,3,12
09eded0c-469c-4a80-b68a-85ecd58c34cd,Matthew,Burd,Matthew Burd,ASCI,8,2.4,2.27,1.83,ASCI 224; ASCI 315; ASCI 347; ASCI 366; ASCI 351,Flexible Attendance Policy:1; Uploads Slides:1,5,2
0a07f81d-7cc7-4dfc-b234-0b63fd3f2c2a,Shelby,Burnett,Shelby Burnett,MATH,18,3.05,2.84,3.26,MATH 116; MATH 118; MATH 221; JOUR 342; KINE 420,,5,0
0a082335-ed44-4f91-9e40-e6c2f3aad45b,Martin,Kou,Martin Kou,EE,4,3.67,3.67,3.67,EE 361,,1,0
0a0c0644-09dc-4089-a76d-05bdc25ecda5,George,Lewis,George Lewis,MATH,84,1.61,1.58,1.34,MATH 118; MATH 141; MATH 142; MATH 143; MATH 206; MATH 241; MATH 242; MATH 244; MATH 304; MATH 320; MATH 442; MATH 443,,12,0
0a2b8be0-15c5-47a1-82b5-7f98f4ea28a1,Rebecca,Bishop,Rebecca Bishop,MATH,6,2.17,2.5,2.83,MATH 115,Honor DRC Accommodations:1; Zoom Office Hours:2; Class Handouts:3; Flexible Attendance Policy:1; Flexible Grading Policy:1; Inflexible Attendance Policy:1,1,6
0a37bf1a-7e13-491a-9f5c-6209209d7e04,Arthur,Chapman,Arthur Chapman,ARCH,14,2.4,2.4,2.27,ARCH 101; ARCH 235; ARCH 251; ARCH 252; ARCH 253; ARCH 457,,6,0
0a3c8ad4-2d5e-4906-9917-7cd646a63533,Giseli,Nazmi,Giseli Nazmi,WGS,2,3.33,3,2.67,KINE 260,,1,0
0a69e32f-bb2b-4d72-a667-bbaa35868ee6,Jacqueline,Doremus,Jacqueline Doremus,ECON,47,1.84,1.71,1.98,ECON 121; ECON 221; ECON 222; ECON 432,,4,0
0ace36cb-fc98-4af0-b1a4-6de67e886b65,Chuck,Dana,Chuck Dana,CSC,22,1.29,1.47,1.29,CSC 101; CSC 102; CSC 300; CSC 302; CSC 330; CSC 357; CSC 361,,7,0
0acf341d-5072-420a-bd60-b2a7a93fad53,Kyle,Kamaiopili,Kyle Kamaiopili,ENGL,4,3,3,3.2,ENGL 134,,1,0
0ae8f5c4-ee13-4db1-95ed-c29718518dbe,Roslyn,Caldwell,Roslyn Caldwell,PSY,33,1.52,1.66,1.42,PSY 260; PSY 375; PSY 400; PSY 405; PSY 446; PSY 472,,6,0
0b0836c9-598a-4af2-b738-2018f87a5d36,Tiffany,Faulstich,Tiffany Faulstich,AEPS,2,4,4,4,AEPS 127; AEPS 381,Class Handouts:1; Flexible Grading Policy:1; Uploads Slides:1,2,3
0b47c71f-3b28-4ffc-ac7e-1e3d3a84c4ee,Aaron,Newcomer,Aaron Newcomer,MATH,15,3,3.15,2.85,MATH 142; MATH 143,,2,0
0b5c57c4-8dcf-4688-97b7-32c8a88ff654,David,Bachman,David Bachman,MATH,15,3.38,3.31,3.31,MATH 142; MATH 143; MATH 241,,3,0
0b63b5c2-9662-470e-a1ef-d1208330a16b,Daniel,Lassanske,Daniel Lassanske,AEPS,19,3.75,3.8,3.7,EHS 120; EHS 230,,2,0
0bd4e6e0-563b-4519-83e2-6b5fb74ad103,Taryn,Okuma,Taryn Okuma,ENGL,1,2.5,2.5,3,ENGL 231,,1,0
0bf6d0d7-8ed6-45c9-b209-ee5a5f2745dd,Zachary,Straus,Zachary Straus,MATH,3,3.33,3,3,MATH 118; MATH 221,,2,0
0c1d283f-c594-4e1f-93f1-6c9ea095c310,Nathaniel,Martinez,Nathaniel Martinez,BIO,13,3.65,3.51,3.72,BIO 221; MCRO 221; BIO 224; MCRO 224; BIO 342; MCRO 342,Uploads Slides:2; Flexible Grading Policy:1; No Breaks During Lecture:1,6,3
0c366055-d914-4e46-a6f9-916880300b74,Megan,Lambertz-Berndt,Megan Lambertz-Berndt,COMS,18,3.53,3.47,3.26,COMS 101; COMS 102; COMS 213; COMS 315; COMS 316,,5,0
0c3d6f8b-340a-42f1-9a6b-71b6d1ec8aaf,James,Mccomb,James Mccomb,HIST,19,0.99,0.83,0.9,HIST 202; HIST 223; HIST 222,Hybrid Option:1; Fast Response Time:1; Flexible Grading Policy:1; Inflexible Grading Policy:7; Inflexible Deadline Policy:5; Inflexible Attendance Policy:1,3,6
0c4c9227-c8e3-426f-b807-5bf4720d5302,John,Lange,John Lange,ARCH,12,2.46,2.08,2.08,ARCH 106; ARCH 351; ARCH 352,,3,0
0c896ffd-7111-4a03-b59b-20d422e0ef22,Carlos,Flores,Carlos Flores,ECON,16,3.14,2.55,2.97,ECON 311; ECON 313; ECON 408; ECON 518; GSB 518; ECON 440; ECON 526,Uploads Slides:2; No Breaks During Lecture:2,7,2
0c8fe2c4-73fa-4355-8a65-0c5af20b0207,Derek,Gragson,Derek Gragson,CHEM,94,2.62,2.77,2.51,CHEM 121; CHEM 127; CHEM 128; CHEM 129; CHEM 252; CHEM 351; CHEM 354; CHEM 446,High In-Person Availability:4; Flexible Attendance Policy:2; Uploads Slides:4; Class Handouts:1; Supplemental Study Material:3; Fast Response Time:1,8,6
0c9674c5-825d-43ec-a54d-ca1d905523ee,Alberto,Jimenez,Alberto Jimenez,MATH,110,2.44,2.27,2.19,MATH 141; MATH 142; MATH 143; MATH 161; MATH 162; MATH 182; MATH 221; MATH 241; MATH 244; MATH 252; MATH 333; MATH 344,,12,0
0ca43d56-3ae2-498c-ac11-6167d9ffaf73,Ralph,Merah,Ralph Merah,MATH,5,2.67,2.83,3.33,MATH 117,,1,0
0cb36620-9830-4300-80d5-50e2db855bfe,Laurian,Chirica,Laurian Chirica,CSC,26,3,3.04,2.83,CSC 101; CSC 346; CPE 365; CSC 365; CPE 366; CSC 366; CSC 468,,7,0
0cd9fc81-f2c3-4435-93ae-6773db1310d4,Allesandro,Hill,Allesandro Hill,IME,1,4,4,4,IME 305,,1,0
0d0f9438-6115-407d-88ec-b1f0302dd49d,Glen,Starkey,Glen Starkey,ENGL,117,2.84,2.89,2.79,ENGL 102; ENGL 112; ENGL 114; ENGL 134; ENGL 145; ENGL 215; ENGL 302,Flexible Attendance Policy:1; Inflexible Deadline Policy:1,7,2
